Product Name,New Prices,Category,Type,Image URL(s),Stock Quantity,Description,Product Buy Link,Size/Color Variants,Gender,
TRENDYOL Typographic Print Crew-Neck Sweatshirt,1699,Clothing,Sweatshirt & Hoodies,https://assets.ajio.com/medias/sys_master/root/20221125/QZzC/6380d283aeb269659cb55ac2/trendyol_grey_typographic_print_crew-neck_sweatshirt.jpg,209,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/trendyol-typographic-print-crew-neck-sweatshirt/p/469277729_grey,grey,Women,
BRAVE SOUL Hoodie with Kangaroo Pocket,1799,Clothing,Sweatshirt & Hoodies,https://assets.ajio.com/medias/sys_master/root/20221125/1ac0/6380f3bef997ddfdbd9ecf23/brave_soul_navy_blue_hoodie_with_kangaroo_pocket.jpg,307,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/brave-soul-hoodie-with-kangaroo-pocket/p/460975967_navyblue,navyblue,Women,
Oxxo Straight Fit Culottes with Buttons Closure,3199,Clothing,Trousers & Pants,https://assets.ajio.com/medias/sys_master/root/20230518/8h1x/64663b26d55b7d0c63c3b57f/oxxo_blue_straight_fit_culottes_with_buttons_closure.jpg,263,Well-tailored trousers with a clean finish — ideal for formal and semi-formal occasions.,https://www.ajio.com/oxxo-straight-fit-culottes-with-buttons-closure/p/469291162_blue,blue,Women,
Y-LONDON Twofer Jumpsuit with Tie-Up,2799,Clothing,Jumpsuits &Playsuits,https://assets.ajio.com/medias/sys_master/root/20221115/UVuL/6373ad4eaeb269659c8eff70/y-london_white_twofer_jumpsuit_with_tie-up.jpg,367,Premium quality Jumpsuits &Playsuits at an unbeatable discounted price — grab it before stock runs out.,https://www.ajio.com/y-london-twofer-jumpsuit-with-tie-up/p/469372049_blackwhite,blackwhite,Women,
Mavi Brand Print Crew-Neck T-Shirt,1999,Clothing,Tshirts,https://assets.ajio.com/medias/sys_master/root/20221012/0GUv/6346d06af997ddfdbd2367e2/mavi_white_brand_print_crew-neck_t-shirt.jpg,392,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/mavi-brand-print-crew-neck-t-shirt/p/469224947_white,white,Women,
LTB Typographic Print Hoodie with Ribbed Hems,2299,Clothing,Sweatshirt & Hoodies,https://assets.ajio.com/medias/sys_master/root/20230914/Lh0T/65032176afa4cf41f5e4ff4e/ltb_navy_blue_typographic_print_hoodie_with_ribbed_hems.jpg,363,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/ltb-typographic-print-hoodie-with-ribbed-hems/p/469359637_darknavy,darknavy,Women,
Y-LONDON Colourblock Bodycon Dress,2299,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20221116/WOyj/6373e04eaeb269659c8ff23c/y-london_beige_colourblock_bodycon_dress.jpg,256,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/y-london-colourblock-bodycon-dress/p/469371959_beigepink,beigepink,Women,
Oxxo Fitted Crop Top with Back-Cutout,1499,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20221125/PacP/6380e2e2f997ddfdbd9e2b88/oxxo_bordeaux_fitted_crop_top_with_back-cutout.jpg,391,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/oxxo-fitted-crop-top-with-back-cutout/p/469291308_bordeaux,bordeaux,Women,
Koton Floral Halter-Neck A-line Dress with Belt,2199,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20230517/lvQn/6464c78242f9e729d790a3d7/koton_blue_floral_halter-neck_a-line_dress_with_belt.jpg,242,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/koton-floral-halter-neck-a-line-dress-with-belt/p/460694252_blue,blue,Women,
TRENDYOL Sweatshirt with Back Graphic,1999,Clothing,Sweatshirt & Hoodies,https://assets.ajio.com/medias/sys_master/root/20221012/6yXH/6346cfeeaeb269659c3fab95/trendyol_black_sweatshirt_with_back_graphic.jpg,234,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/trendyol-sweatshirt-with-back-graphic/p/469038659_black,black,Women,
Oxxo Ribbed Fitted Top with Cutout,1699,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20221125/V63x/6380eae2aeb269659cb6391b/oxxo_green_ribbed_fitted_top_with_cutout.jpg,231,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/oxxo-ribbed-fitted-top-with-cutout/p/469291467_green,green,Women,
Oxxo Ribbed Scoop-Neck Top with Puff Sleeves,1499,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20230518/i4AW/64664ba0d55b7d0c63c416cc/oxxo_peach_ribbed_scoop-neck_top_with_puff_sleeves.jpg,233,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/oxxo-ribbed-scoop-neck-top-with-puff-sleeves/p/469151049_green,green,Women,
Oxxo Floral Print Blouse Tunic with Tie-Up,2599,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20230519/kB9m/646683bcd55b7d0c63c5c11b/oxxo_green_floral_print_blouse_tunic_with_tie-up.jpg,311,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/oxxo-floral-print-blouse-tunic-with-tie-up/p/469291201_green,green,Women,
BRAVE SOUL Knitted Pullover with Ribbed Hems,1799,Clothing,Sweaters & Cardigans,https://assets.ajio.com/medias/sys_master/root/20221125/2byt/6380fba0aeb269659cb6cd8b/brave_soul_navy_blue_knitted_pullover_with_ribbed_hems.jpg,193,Premium quality Sweaters & Cardigans at an unbeatable discounted price — grab it before stock runs out.,https://www.ajio.com/brave-soul-knitted-pullover-with-ribbed-hems/p/460975872_navyblue,navyblue,Women,
TRENDYOL Typographic Print Hoodie,2599,Clothing,Sweatshirt & Hoodies,https://assets.ajio.com/medias/sys_master/root/20211019/cCWb/616dea00f997ddf8f1da506f/trendyol_white_%26_black_typographic_print_hoodie.jpg,197,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/trendyol-typographic-print-hoodie/p/469038661_white,white,Women,
Oxxo Floral Print One-Shoulder Tiered Dress,3199,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20230518/Vlaa/64663a4b42f9e729d7978e2a/oxxo_red_floral_print_one-shoulder_tiered_dress.jpg,292,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/oxxo-floral-print-one-shoulder-tiered-dress/p/469151067_red,red,Women,
Koton Striped A-line Dress with Cold-Shoulder Sleeves,3299,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20200829/QqfL/5f4961c9f997dd6918b07318/koton_brown_striped_a-line_dress_with_cold-shoulder_sleeves.jpg,284,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/koton-striped-a-line-dress-with-cold-shoulder-sleeves/p/460694235_brown,brown,Women,
Y-LONDON Fitted Wrap Top with Tie-Up,1899,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20221115/SGFN/6373be33aeb269659c8f4f9e/y-london_navy_blue_fitted_wrap_top_with_tie-up.jpg,365,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/y-london-fitted-wrap-top-with-tie-up/p/469371739_lightnavy,lightnavy,Women,
Oxxo Pleat-Front Straight Fit Trousers,2599,Clothing,Trousers & Pants,https://assets.ajio.com/medias/sys_master/root/20221125/VCko/6380fba0f997ddfdbd9f1af9/oxxo_grey_pleat-front_straight_fit_trousers.jpg,162,Well-tailored trousers with a clean finish — ideal for formal and semi-formal occasions.,https://www.ajio.com/oxxo-pleat-front-straight-fit-trousers/p/469290997_medgrey,medgrey,Women,
Na-kd Ribbed Back-Open Crop Pullover,3099,Clothing,Sweaters & Cardigans,https://assets.ajio.com/medias/sys_master/root/20221125/e3w2/6380f498aeb269659cb68d1f/na-kd_black_ribbed_back-open_crop_pullover.jpg,267,Premium quality Sweaters & Cardigans at an unbeatable discounted price — grab it before stock runs out.,https://www.ajio.com/na-kd-ribbed-back-open-crop-pullover/p/469293904_black,black,Women,
TRENDYOL Round-Neck Sweatshirt with Cinched Waist,1899,Clothing,Sweatshirt & Hoodies,https://assets.ajio.com/medias/sys_master/root/20230518/IBPR/646650cbd55b7d0c63c4331d/trendyol_black_round-neck_sweatshirt_with_cinched_waist.jpg,382,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/trendyol-round-neck-sweatshirt-with-cinched-waist/p/469305357_black,black,Women,
Y-LONDON Striped Sheath Dress with Insert Pockets,2299,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20230719/kwa6/64b80cdea9b42d15c96203ad/y-london_white_striped_sheath_dress_with_insert_pockets.jpg,267,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/y-london-striped-sheath-dress-with-insert-pockets/p/469371965_whitebeige,whitebeige,Women,
Na-kd Printed V-neck A-line Dress,2799,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20220915/lYYZ/63234516aeb269dbb38d7b36/na-kd_black_printed_v-neck_a-line_dress.jpg,322,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/na-kd-printed-v-neck-a-line-dress/p/469277042_black,black,Women,
Zabaione Speckled V-neck Pullover with Dolman Sleeves,2599,Clothing,Sweaters & Cardigans,https://assets.ajio.com/medias/sys_master/root/20230522/7hlh/646b97bdd55b7d0c63ce45f0/zabaione_brown_speckled_v-neck_pullover_with_dolman_sleeves.jpg,355,Premium quality Sweaters & Cardigans at an unbeatable discounted price — grab it before stock runs out.,https://www.ajio.com/zabaione-speckled-v-neck-pullover-with-dolman-sleeves/p/469058242_tobacco,tobacco,Women,
Na-kd Ribbed Round-Neck Fitted Top,2199,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20220915/umsF/63233c26f997dd1f8d011763/na-kd_white_ribbed_round-neck_fitted_top.jpg,353,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/na-kd-ribbed-round-neck-fitted-top/p/469276857_offwhite,offwhite,Women,
BRAVE SOUL Hoodie with Kangaroo Pocket,1999,Clothing,Sweatshirt & Hoodies,https://assets.ajio.com/medias/sys_master/root/20221125/11U0/6380e361aeb269659cb5f511/brave_soul_grey_hoodie_with_kangaroo_pocket.jpg,352,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/brave-soul-hoodie-with-kangaroo-pocket/p/460975946_grey,grey,Women,
Oxxo Crew-Neck Sweatshirt with Puff Sleeves,1699,Clothing,Sweatshirt & Hoodies,https://assets.ajio.com/medias/sys_master/root/20221125/K0kC/638100e5f997ddfdbd9f5c61/oxxo_pink_crew-neck_sweatshirt_with_puff_sleeves.jpg,398,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/oxxo-crew-neck-sweatshirt-with-puff-sleeves/p/469291013_pink,pink,Women,
Koton Fit & Flare Dress with Tie-Up,2799,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20230517/vjvo/6464ccb842f9e729d790d4e5/koton_purple_fit_%26_flare_dress_with_tie-up.jpg,293,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/koton-fit--flare-dress-with-tie-up/p/469135288_purple,purple,Women,
TRENDYOL Panelled V-neck Sweatshirt,1599,Clothing,Sweatshirt & Hoodies,https://assets.ajio.com/medias/sys_master/root/20221125/4RBu/6380e976aeb269659cb62c3c/trendyol_blue_panelled_v-neck_sweatshirt.jpg,176,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/trendyol-panelled-v-neck-sweatshirt/p/469277743_blue,blue,Women,
TRENDYOL Colourblock Crew-Neck Pullover,1799,Clothing,Sweaters & Cardigans,https://assets.ajio.com/medias/sys_master/root/20221125/uwgY/6380ee9baeb269659cb65980/trendyol_black_%26_yellow_colourblock_crew-neck_pullover.jpg,335,Premium quality Sweaters & Cardigans at an unbeatable discounted price — grab it before stock runs out.,https://www.ajio.com/trendyol-colourblock-crew-neck-pullover/p/469304675_black,black,Women,
Oxxo Graphic Print Crew-Neck T-shirt,1599,Clothing,Tshirts,https://assets.ajio.com/medias/sys_master/root/20221125/JUb1/6380e705f997ddfdbd9e566d/oxxo_white_graphic_print_crew-neck_t-shirt.jpg,389,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/oxxo-graphic-print-crew-neck-t-shirt/p/469291190_white,white,Women,
Oxxo Slim Fit City Shorts with Insert Pockets,1899,Clothing,Shorts,https://assets.ajio.com/medias/sys_master/root/20220912/UVGK/631f535ff997dd1f8df78184/oxxo_beige_slim_fit_city_shorts_with_insert_pockets.jpg,210,Comfortable shorts in breathable fabric — great for casual outings and lounging.,https://www.ajio.com/oxxo-slim-fit-city-shorts-with-insert-pockets/p/469194976_beige,beige,Women,
Na-kd Round-Neck Crop Top,1799,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20221125/fzh2/6380fcb1aeb269659cb6e65e/na-kd_beige_round-neck_crop_top.jpg,333,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/na-kd-round-neck-crop-top/p/469215154_beige,beige,Women,
Colin's Crew-Neck Sweatshirt with Raglan Sleeves,2199,Clothing,Sweatshirt & Hoodies,https://assets.ajio.com/medias/sys_master/root/20230516/vtRm/64639fbe42f9e729d78cf21e/colin%27s_bl_crew-neck_sweatshirt_with_raglan_sleeves.jpg,192,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/colin-s-crew-neck-sweatshirt-with-raglan-sleeves/p/469348251_sax,sax,Women,
MELA LONDON Off-Shoulder Embellished Top,1799,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/h07/h24/11351087185950/mela_london_pink_off-shoulder_embellished_top.jpg,367,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/mela-london-off-shoulder-embellished-top/p/460168663_pink,pink,Women,
Oxxo Cut-Out Slim Fit Tank Top,1499,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20230518/gYwY/6466492f42f9e729d797f1dd/oxxo_orange_cut-out_slim_fit_tank_top.jpg,235,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/oxxo-cut-out-slim-fit-tank-top/p/469150996_mustard,mustard,Women,
Oxxo Textured V-neck Top with Smocked Panel,1899,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20230518/Q9iF/646669a342f9e729d798fc5b/oxxo_green_textured_v-neck_top_with_smocked_panel.jpg,316,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/oxxo-textured-v-neck-top-with-smocked-panel/p/469151012_green,green,Women,
Oxxo Crew-Neck Sweatshirt with Puff Sleeves,1699,Clothing,Sweatshirt & Hoodies,https://assets.ajio.com/medias/sys_master/root/20221125/13AJ/6380e692f997ddfdbd9e501c/oxxo_blue_crew-neck_sweatshirt_with_puff_sleeves.jpg,234,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/oxxo-crew-neck-sweatshirt-with-puff-sleeves/p/469291013_blue,blue,Women,
Na-kd A-line Dress with Puff Sleeeves,2799,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20230519/Khhn/6467b7d6d55b7d0c63ca513c/na-kd_blue_a-line_dress_with_puff_sleeeves.jpg,223,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/na-kd-a-line-dress-with-puff-sleeeves/p/469188052_lightblue,lightblue,Women,
I Saw It First Shimmery High-Neck Top,1899,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20230110/gNHd/63bd8949aeb269c651d549c8/i_saw_it_first_purple_shimmery_high-neck_top.jpg,194,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/i-saw-it-first-shimmery-high-neck-top/p/469291875_purple,purple,Women,
Zabaione Self-Design Boat-Neck Pullover,2499,Clothing,Sweaters & Cardigans,https://assets.ajio.com/medias/sys_master/root/20211224/dXSC/61c4de3ff997ddf8f15f85d3/zabaione_beige_self-design_boat-neck_pullover.jpg,225,Premium quality Sweaters & Cardigans at an unbeatable discounted price — grab it before stock runs out.,https://www.ajio.com/zabaione-self-design-boat-neck-pullover/p/469058198_beige,beige,Women,
TRENDYOL Printed Sheath Dress with Waist Tie-Up,3099,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/hae/h3f/12601701236766/trendyol_multicoloured_printed_sheath_dress_with_waist_tie-up.jpg,198,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/trendyol-printed-sheath-dress-with-waist-tie-up/p/460315999_multi,multi,Women,
Na-kd Fitted Round-Neck Bodycon Dress,2499,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20230519/ZKTL/6467961842f9e729d79d386b/na-kd_blue_fitted_round-neck_bodycon_dress.jpg,291,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/na-kd-fitted-round-neck-bodycon-dress/p/469188084_lightblue,lightblue,Women,
Oxxo Textured Fitted Strappy Top,1699,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20230519/oQ7e/646687e842f9e729d799eebd/oxxo_bordeaux_textured_fitted_strappy_top.jpg,167,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/oxxo-textured-fitted-strappy-top/p/469291477_bordeaux,bordeaux,Women,
Oxxo Tailored Fit V-neck Top with Patch Pockets,1899,Clothing,Shirts,https://assets.ajio.com/medias/sys_master/root/20230518/Tjf9/64666551d55b7d0c63c4e83c/oxxo_pink_tailored_fit_v-neck_top_with_patch_pockets.jpg,312,Classic regular-fit shirt with clean collar — versatile for both office and casual outings.,https://www.ajio.com/oxxo-tailored-fit-v-neck-top-with-patch-pockets/p/469151010_limegreen,limegreen,Women,
Y-LONDON Ribbed Round-Neck Bodycon Dress,2299,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20221115/YI1i/6373ccf2f997ddfdbd76edf5/y-london_ecru_ribbed_round-neck_bodycon_dress.jpg,296,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/y-london-ribbed-round-neck-bodycon-dress/p/469371891_ecru,ecru,Women,
